pair_ID	sentence_A	sentence_B	entailment_label
313	A group of children in uniforms is standing at a gate and one is kissing the mother	A group of children wearing the same clothes is waiting at a gate and one is kissing the mother	ENTAILMENT
314	A group of children in uniforms is standing at a gate and there is no one kissing the mother	A group of children in uniforms is standing at a gate and one is kissing the mother	CONTRADICTION
315	A group of mothers in uniforms is standing near the children and one is kissing the gate	A group of children in uniforms is standing at a gate and one is kissing the mother	NEUTRAL
316	A crowd of people is near the water	A group of children wearing the same clothes is waiting at a gate and one is kissing the mother	NEUTRAL
317	A group of children in uniforms is standing at a gate and there is no one kissing the mother	A crowd of people is near the water	NEUTRAL
318	A group of mothers in uniforms is standing near the children and one is kissing the gate	A crowd of people is near the water	NEUTRAL
319	A group of people is near the ocean	A group of children in uniforms is standing at a gate and one is kissing the mother	NEUTRAL
320	A crowd of people is far from the water	A group of children in uniforms is standing at a gate and one is kissing the mother	NEUTRAL
321	A crowd of people is near the water	A group of children in uniforms is standing at a gate and one is kissing the mother	NEUTRAL
322	A man is in a parking lot and is playing tennis against a large wall	A lone man is in a parking lot and is playing tennis against a large wall	ENTAILMENT
323	A man is in a parking lot and is playing tennis against a large wall	A man is in a parking lot and is playing tennis against a friend	NEUTRAL
324	A man is pointing at a silver sedan	A man is pointing at a car	ENTAILMENT
325	A man is pointing at a silver sedan	There is no man pointing at a car	CONTRADICTION
326	A man is pointing at a car	A man is in a parking lot and is playing tennis against a large wall	NEUTRAL
327	A man is in a parking lot and is playing tennis against a large wall	There is no man pointing at a car	NEUTRAL
328	A man is pointing at a silver sedan	A lone man is in a parking lot and is playing tennis against a large wall	NEUTRAL
329	A man is in a parking lot and is playing tennis against a friend	A man is pointing at a silver sedan	NEUTRAL
330	A man is pointing at a silver sedan	A man is in a parking lot and is playing tennis against a large wall	NEUTRAL
331	A group of people is on a beach	A group of people is near the sea	ENTAILMENT
332	A group of people is on a beach	A group of people is on a mountain	NEUTRAL
333	A man, a woman and two girls are walking on the beach	Four people are walking on the beach	ENTAILMENT
334	A man, a woman and two girls are walking on the beach	A man, a woman and two girls are sitting on the beach	NEUTRAL
335	A group of people is on a beach	Four people are walking on the beach	NEUTRAL
336	A man, a woman and two girls are sitting on the beach	A group of people is on a beach	ENTAILMENT
337	A man, a woman and two girls are walking on the beach	A group of people is near the sea	ENTAILMENT
338	A man, a woman and two girls are walking on the beach	A group of people is on a mountain	NEUTRAL
339	A man, a woman and two girls are walking on the beach	A group of people is on a beach	ENTAILMENT
340	A schoolgirl with a black bag is on a crowded train	A girl with a black bag is on a crowded train	ENTAILMENT
341	There is no girl with a black bag on a crowded train	A girl with a black bag is on a crowded train	CONTRADICTION
342	A girl with a black bag is on a crowded train	A cramped black train is on the bag of a girl	NEUTRAL
343	An Asian woman in a crowd is carrying a black bag	An Asian woman in in the midst of many people is carrying a black bag	ENTAILMENT
344	An Asian woman in a crowd is not carrying a black bag	An Asian woman in a crowd is carrying a black bag	NEUTRAL
345	An Asian woman in in the midst of many people is carrying a black bag	A girl with a black bag is on a crowded train	NEUTRAL
346	A girl with a black bag is on a crowded train	An Asian woman in a crowd is not carrying a black bag	NEUTRAL
347	A schoolgirl with a black bag is on a crowded train	An Asian woman in a crowd is carrying a black bag	NEUTRAL
348	There is no girl with a black bag on a crowded train	An Asian woman in a crowd is carrying a black bag	NEUTRAL
349	An Asian woman in a crowd is carrying a black bag	A cramped black train is on the bag of a girl	NEUTRAL
350	A girl with a black bag is on a crowded train	An Asian woman in a crowd is carrying a black bag	NEUTRAL
351	A dog is chasing another and is holding a stick in its mouth	A dog is chasing another and is holding a piece of wood in its mouth	ENTAILMENT
352	There is no dog chasing another or holding a stick in its mouth	A dog is chasing another and is holding a stick in its mouth	CONTRADICTION
353	A dog is chasing another and is holding a stick in its mouth	A dog is chasing a stick and holding another dog in its mouth	NEUTRAL
354	Two dogs are running and carrying a toy in their mouths	Two dogs are running and carrying an object in their mouths	ENTAILMENT
355	There is no dog running and carrying an object in its mouth	Two dogs are running and carrying an object in their mouths	CONTRADICTION
356	Two dogs are running and carrying a toy in their mouths	A dog is chasing another and is holding a stick in its mouth	NEUTRAL
357	There is no dog running and carrying an object in its mouth	A dog is chasing another and is holding a stick in its mouth	CONTRADICTION
358	A dog is chasing another and is holding a piece of wood in its mouth	Two dogs are running and carrying an object in their mouths	NEUTRAL
359	There is no dog chasing another or holding a stick in its mouth	Two dogs are running and carrying an object in their mouths	NEUTRAL
360	Two dogs are running and carrying an object in their mouths	A dog is chasing a stick and holding another dog in its mouth	NEUTRAL
361	A dog is chasing another and is holding a stick in its mouth	Two dogs are running and carrying an object in their mouths	ENTAILMENT
362	A dirty soccer ball is rolling into a goal net	A soccer ball is rolling into a goal net	ENTAILMENT
363	A soccer ball is not rolling into a goal net	A soccer ball is rolling into a goal net	CONTRADICTION
364	A person who plays soccer is kicking a ball into the goal	A soccer player is kicking a ball into the goal	ENTAILMENT
365	A soccer player is kicking a ball out of the goal	A soccer player is kicking a ball into the goal	NEUTRAL
366	A person who plays soccer is kicking a ball into the goal	A soccer ball is rolling into a goal net	NEUTRAL
367	A soccer ball is rolling into a goal net	A soccer player is kicking a ball out of the goal	NEUTRAL
368	A dirty soccer ball is rolling into a goal net	A soccer player is kicking a ball into the goal	NEUTRAL
369	A soccer player is kicking a ball into the goal	A soccer ball is not rolling into a goal net	NEUTRAL
370	A soccer ball is rolling into a goal net	A soccer player is kicking a ball into the goal	NEUTRAL
371	A man is resting on a chair and rubbing his eyes	A man is sitting on a chair and rubbing his eyes	ENTAILMENT
372	A man is sitting on a chair and rubbing his eyes	There is no man sitting on a chair and rubbing his eyes	CONTRADICTION
373	A man with tattoos is lounging on a couch and holding a pencil	A tattooed man is on a sofa and is holding a pencil	ENTAILMENT
374	A man with tattoos is lounging on a couch and holding a pencil	A man with tattoos is lounging on a couch and is looking for a pencil	NEUTRAL
375	A man with tattoos is holding a couch with a pencil	A man with tattoos is lounging on a couch and holding a pencil	NEUTRAL
376	A man is sitting on a chair and rubbing his eyes	A tattooed man is on a sofa and is holding a pencil	NEUTRAL
377	A man is sitting on a chair and rubbing his eyes	A man with tattoos is lounging on a couch and is looking for a pencil	NEUTRAL
378	A man with tattoos is holding a couch with a pencil	A man is sitting on a chair and rubbing his eyes	NEUTRAL
379	A man is resting on a chair and rubbing his eyes	A man with tattoos is lounging on a couch and holding a pencil	NEUTRAL
380	A man with tattoos is lounging on a couch and holding a pencil	There is no man sitting on a chair and rubbing his eyes	NEUTRAL
